City,서울,부산,대구,인천,광주,대전,울산,세종,수원,성남,고양,용인,창원,청주,전주,천안,안산,안양,남양주,부천,화성,포항,김해,평택,진주,원주,아산,익산,춘천,경산,군포,강릉,양산,광명,구미,순천,김포,의정부,시흥,광주(경기),음성,동두천,목포,속초,사천,오산,여수,경주,군산,서산,의왕,파주,양주,하남,김천,정읍,충주,거제,나주,안동,제천,보령,공주,문경,상주,영천,영주,논산,광양,포천,이천,양평,홍성,예산,정선,삼척,태백,영광,고흥,남해,통영,고성,양양,철원,연천,화천,인제,거창,합천,밀양,함안,창녕,청도,의성,예천,봉화,울진,영동,남원,곡성
경산,50.0,50.0,13.642484219752792,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,48.49569145117016,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,43.74566632426877,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,24.091573572908764,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.7423012337172,50.0,38.4937465470672,19.592229613743743,50.0,50.0,50.0,50.0,50.0,50.0,50.0
군포,22.954186386344038,50.0,50.0,22.877158868022498,50.0,50.0,50.0,50.0,13.743419509415821,18.101978351096793,34.087415220262145,25.35757968931428,50.0,50.0,50.0,50.0,10.290031426620011,4.010254296706282,39.23915905571017,21.929771582045216,20.31776554261773,50.0,50.0,43.02907173927512,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,14.115662171688978,50.0,50.0,34.10002037096172,42.582459007151016,11.94851513261192,28.78307552506941,50.0,50.0,50.0,50.0,50.0,26.954259498141916,50.0,50.0,50.0,50.0,3.512852108553991,46.32483697094632,47.92681384407652,31.52836970771915,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.18520735742824,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
강릉,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.460528069813556,42.614041938547736,50.0,50.0,50.0,50.0,50.0,50.0,41.95399999954346,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
양산,50.0,16.714255543573152,50.0,50.0,50.0,50.0,35.70281825302369,50.0,50.0,50.0,50.0,50.0,32.52489222755995,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,15.823194140339421,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,31.703777238371416,50.0,50.0,44.365148504399755,50.0,50.0,50.0,50.0,50.0,50.0,50.0
광명,13.984190690929358,50.0,50.0,14.447920770874301,50.0,50.0,50.0,50.0,27.72019889869311,23.8687890202441,20.339411134628502,38.03548675067288,50.0,50.0,50.0,50.0,17.520268263335012,12.192677091059089,35.60294448638899,9.633217176555267,30.979490567262175,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,14.115662171688978,50.0,50.0,0.0,50.0,50.0,20.282273120307693,32.503383154597714,12.1928464788159,35.206532773771,50.0,50.0,50.0,50.0,50.0,41.068537438623274,50.0,50.0,50.0,50.0,17.24773517986368,32.39765912777827,37.677138435848306,31.51389601595381,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
구미,50.0,50.0,35.96842470292885,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,48.49569145117016,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,20.90947366709246,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,36.75003863861908,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.903925071441435,50.0,50.0,50.0,50.0,50.0,50.0
순천,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,26.475035191679602,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,19.069308243068612,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,42.265869662118476,39.10066038037072,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.84845484996952
김포,23.776968325343596,50.0,50.0,17.649730525058967,50.0,50.0,50.0,50.0,47.834893891039975,42.26308562022943,11.326394958278458,50.0,50.0,50.0,50.0,50.0,34.096989666104776,32.47494396562267,44.261158398494686,12.964357761014458,47.239632056365934,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,34.10002037096172,50.0,50.0,20.282273120307693,50.0,50.0,0.0,31.182494278314916,27.18858890266047,50.0,50.0,43.92488746753387,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.4019831569476,16.89842594779633,34.680999930333535,44.82237859223113,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
의정부,19.667697163688132,50.0,50.0,42.65320128373477,50.0,50.0,50.0,50.0,50.0,36.22494520294368,19.858385698883286,50.0,50.0,50.0,50.0,50.0,49.5459362903512,38.7563212517401,19.71490096783662,35.25484956391496,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,42.582459007151016,50.0,50.0,32.503383154597714,50.0,50.0,31.182494278314916,0.0,44.695291447902655,41.41336606883144,50.0,18.253840641188532,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,44.056819373047205,22.918746017239258,5.344466474725054,27.220162785462758,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,22.735853424568827,50.0,48.467706343875,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,39.83626017997443,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
시흥,25.889628790949267,50.0,50.0,12.059864584598401,50.0,50.0,50.0,50.0,23.86569755651239,29.05906633109024,31.010991001095142,36.67564350606911,50.0,50.0,50.0,50.0,6.931460112648681,13.782799905315544,46.35823936798145,14.246536487091515,20.194569915368692,50.0,50.0,49.75135701087149,50.0,50.0,50.0,50.0,50.0,50.0,11.94851513261192,50.0,50.0,12.1928464788159,50.0,50.0,27.18858890266047,44.695291447902655,0.0,40.22596899512987,50.0,50.0,50.0,50.0,50.0,35.32110836567027,50.0,50.0,50.0,50.0,15.204203330246461,42.23289079902499,49.85712580524671,40.51232433188223,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
광주(경기),30.082073402320752,50.0,50.0,48.939784476561464,50.0,50.0,50.0,50.0,25.76139858492828,11.440904918021857,46.505468270260025,19.877634048635098,50.0,50.0,50.0,50.0,38.797612942515265,26.45470265702709,25.4009875681667,44.796849425512676,44.21134584270796,50.0,50.0,48.31545812073515,50.0,50.0,50.0,50.0,50.0,50.0,28.78307552506941,50.0,50.0,35.206532773771,50.0,50.0,50.0,41.41336606883144,40.22596899512987,0.0,50.0,50.0,50.0,50.0,50.0,33.537309112236706,50.0,50.0,50.0,50.0,26.41143847923838,50.0,45.65556413163018,14.883537256608912,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,22.18914129848537,22.486737411586574,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
음성,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.55664874130159,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.123209027463936,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,21.82633639280866,50.0,50.0,50.0,49.728919126175875,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,43.44408024815391,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
동두천,37.84888293387075,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,33.62112185275237,50.0,50.0,50.0,50.0,50.0,50.0,50.0,32.49725307877762,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,43.92488746753387,18.253840641188532,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,29.60312398896061,12.928175904133331,42.40034969236452,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,12.335343868196622,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.18238848678017,21.60575166641201,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
목포,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.31994172441239,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
속초,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,15.021250856497845,50.0,50.0,50.0,40.003013912092456,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
사천,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,19.95727818991921,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,45.60308506311664,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,34.346858011507784,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,24.269059934586465,37.56480202400566,23.85799624305067,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,42.95791406664366,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
오산,47.47808088418781,50.0,50.0,47.370020259752124,50.0,50.0,50.0,50.0,13.66866788684863,30.9146138309252,50.0,14.24268349538911,50.0,50.0,50.0,36.83218193384022,28.95727594838502,29.442965944240065,50.0,48.325293168121654,22.150008395470014,50.0,50.0,16.775507848131742,50.0,50.0,39.59081550205953,50.0,50.0,50.0,26.954259498141916,50.0,50.0,41.068537438623274,50.0,50.0,50.0,50.0,35.32110836567027,33.537309112236706,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,23.94256654676257,50.0,50.0,45.5422479379313,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,36.489039151218535,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
여수,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,26.475035191679602,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.60308506311664,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,20.238141782891983,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.30753718790492,22.715250332163677,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
경주,50.0,50.0,50.0,50.0,50.0,50.0,36.12356253045463,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,21.00527069931023,50.0,50.0,50.0,50.0,50.0,50.0,50.0,43.74566632426877,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,29.06319657314115,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.882159477528724,50.0,50.0,50.0,50.0,50.0,50.0,50.0
군산,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.54771129417044,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,20.06157185435395,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,45.48460900405534,50.0,50.0,50.0,50.0,50.0,44.33574798098288,50.0,50.0,50.0,50.0,50.0,41.486314783279795,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
서산,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.36707407944625,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.898199949952485,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,27.757376517174418,37.10667108273721,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
의왕,24.643725864791225,50.0,50.0,26.365379450676013,50.0,50.0,50.0,50.0,10.472731640583358,16.353828513996,36.84543479650138,21.84832464652261,50.0,50.0,50.0,50.0,12.408480188676268,5.604441014915088,39.10170536699707,25.381057383338405,20.173566139093335,50.0,50.0,40.282274928031754,50.0,50.0,50.0,50.0,50.0,50.0,3.512852108553991,50.0,50.0,17.24773517986368,50.0,50.0,37.4019831569476,44.056819373047205,15.204203330246461,26.41143847923838,50.0,50.0,50.0,50.0,50.0,23.94256654676257,50.0,50.0,50.0,50.0,0.0,49.14709742556838,49.39066269871371,30.685945626758382,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,42.97703067995291,48.76467960717837,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
파주,27.95671965637552,50.0,50.0,34.255278710195704,50.0,50.0,50.0,50.0,50.0,48.83890612224853,12.335949234455123,50.0,50.0,50.0,50.0,50.0,48.863041436263856,43.63966331836736,41.29359063277759,28.366508823040924,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.32483697094632,50.0,50.0,32.39765912777827,50.0,50.0,16.89842594779633,22.918746017239258,42.23289079902499,50.0,50.0,29.60312398896061,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.14709742556838,0.0,24.006767912007454,45.84456269865588,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.30894531591384,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.64235741086358,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
양주,25.006188406390425,50.0,50.0,47.2912590830531,50.0,50.0,50.0,50.0,50.0,41.146955851714765,23.51620250345703,50.0,50.0,50.0,50.0,50.0,50.0,44.099576392538864,22.39825077043579,39.91675982033516,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.92681384407652,50.0,50.0,37.677138435848306,50.0,50.0,34.680999930333535,5.344466474725054,49.85712580524671,45.65556413163018,50.0,12.928175904133331,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.39066269871371,24.006767912007454,0.0,31.09316592191174,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,18.230812145172937,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.520917927879,34.52761138138274,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
하남,21.088538583484617,50.0,50.0,45.942813350078936,50.0,50.0,50.0,50.0,34.73222249892233,15.326450643933509,36.24781451098705,33.254041147515814,50.0,50.0,50.0,50.0,41.63006753495036,27.883562625712745,10.7345284613644,40.07243565747347,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,31.52836970771915,50.0,50.0,31.51389601595381,50.0,50.0,44.82237859223113,27.220162785462758,40.51232433188223,14.883537256608912,50.0,42.40034969236452,50.0,50.0,50.0,45.5422479379313,50.0,50.0,50.0,50.0,30.685945626758382,45.84456269865588,31.09316592191174,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,39.454461496046584,35.355040961541434,24.684539969887982,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
김천,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,20.90947366709246,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.930543381854072,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,29.98374725012842,50.0,50.0
정읍,50.0,50.0,50.0,50.0,45.388654189346326,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.81731187820509,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,43.21035569125467,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.48460900405534,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,44.79713068714034,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
충주,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,41.24023882095181,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,21.82633639280866,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,29.47659072948659,50.0,50.0,48.396804377516034,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
거제,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.92913161109577,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.66216763054691,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,17.4337935659274,29.11939823888091,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.79962689960427,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
나주,50.0,50.0,50.0,50.0,18.929703866002537,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.31994172441239,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,33.29128040605908,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
